site_id,therapeutic_area,indication,planned_start_date,site_startup_days,fpi_date,enrollment_months,target_enrollment,actual_enrollment,avg_enroll_rate_per_month,screen_fail_rate,protocol_deviation_rate,data_entry_lag_days,retention_rate,competing_trials_same_ta
SITE1112,Oncology,CRC,2023-04-28,57,2023-06-24,6,35,27,4.3,0.32,0.03,6,0.86,2
SITE1113,Oncology,Prostate,2021-05-21,63,2021-07-23,7,5,5,0.2,0.22,0.08,2,0.93,3
SITE1113,Oncology,Melanoma,2022-03-17,53,2022-05-09,6,44,39,7.75,0.25,0.02,10,0.84,0
SITE1113,Neurology,MS,2020-11-28,56,2021-01-23,17,16,9,0.38,0.18,0.0,2,0.82,0
SITE1113,Oncology,CRC,2022-09-09,56,2022-11-04,3,23,21,9.0,0.23,0.09,1,0.78,0
SITE1113,Oncology,Melanoma,2023-12-21,75,2024-03-05,11,35,35,2.41,0.32,0.02,4,0.89,2
SITE1113,Oncology,Prostate,2022-07-14,62,2022-09-14,12,54,61,4.42,0.13,0.06,7,0.86,3
SITE1113,Neurology,Epilepsy,2021-11-18,100,2022-02-26,11,36,36,3.19,0.18,0.07,6,0.96,1
SITE1113,Endocrinology,Obesity,2018-08-26,71,2018-11-05,4,20,15,5.91,0.24,0.07,5,0.93,2
SITE1114,Oncology,NSCLC,2021-06-15,67,2021-08-21,13,18,18,0.7,0.13,0.03,5,0.82,0
SITE1114,Neurology,MS,2021-06-24,58,2021-08-21,8,36,30,3.32,0.23,0.08,5,0.91,2
SITE1114,Cardiology,AF,2020-11-20,89,2021-02-17,9,38,31,3.61,0.13,0.01,4,0.88,4
SITE1114,Oncology,Melanoma,2023-07-01,61,2023-08-31,8,59,60,7.15,0.14,0.02,5,0.94,1
SITE1114,Oncology,NSCLC,2017-11-07,49,2017-12-26,7,58,44,8.5,0.09,0.09,6,0.95,3
SITE1114,Oncology,Melanoma,2020-09-23,84,2020-12-16,10,43,42,4.56,0.13,0.03,6,0.91,0
SITE1114,Neurology,MS,2024-06-28,44,2024-08-11,10,33,29,4.38,0.12,0.03,7,0.95,2
SITE1114,Cardiology,ACS,2018-01-11,103,2018-04-24,3,57,51,10.0,0.03,0.06,3,0.92,1
SITE1115,Oncology,NSCLC,2019-07-07,49,2019-08-25,18,37,36,2.51,0.27,0.07,6,0.81,0
SITE1115,Oncology,NSCLC,2021-12-17,59,2022-02-14,6,51,47,7.41,0.25,0.08,6,0.65,1
SITE1115,Neurology,MS,2020-09-05,43,2020-10-18,12,37,29,2.43,0.24,0.06,7,0.98,0
SITE1115,Oncology,CRC,2020-10-17,84,2021-01-09,13,38,31,3.69,0.23,0.04,3,0.98,0
SITE1116,Cardiology,HF,2024-08-31,61,2024-10-31,15,18,19,2.23,0.21,0.04,7,0.84,0
SITE1116,Oncology,Melanoma,2023-08-16,33,2023-09-18,12,38,39,3.21,0.21,0.01,2,0.84,2
SITE1116,Oncology,Prostate,2019-01-13,66,2019-03-20,7,33,32,5.87,0.13,0.07,2,0.97,0
SITE1116,Oncology,CRC,2018-03-03,73,2018-05-15,4,57,53,10.0,0.31,0.11,8,0.97,2
SITE1116,Cardiology,ACS,2022-10-14,68,2022-12-21,11,35,30,3.34,0.15,0.09,10,0.8,2
SITE1116,Oncology,Breast Cancer,2020-11-28,42,2021-01-09,4,51,43,10.0,0.44,0.08,6,0.8,4
SITE1117,Oncology,CRC,2024-06-29,38,2024-08-06,10,21,22,1.49,0.17,0.04,10,0.94,2
SITE1117,Neurology,Epilepsy,2022-03-10,83,2022-06-01,10,9,13,1.28,0.06,0.08,5,0.87,4
SITE1117,Oncology,Prostate,2021-11-25,65,2022-01-29,8,46,45,6.73,0.29,0.02,1,0.78,2
SITE1117,Oncology,Prostate,2020-03-24,28,2020-04-21,7,21,21,2.95,0.25,0.1,6,0.83,1
SITE1117,Oncology,CRC,2018-06-25,63,2018-08-27,3,55,58,10.0,0.18,0.05,4,0.82,0
SITE1118,Oncology,CRC,2022-04-07,38,2022-05-15,12,21,18,1.86,0.18,0.05,6,0.97,2
SITE1118,Endocrinology,Obesity,2023-06-04,84,2023-08-27,7,36,31,4.7,0.29,0.05,3,0.81,4
SITE1118,Cardiology,HF,2020-12-21,75,2021-03-06,14,8,12,0.62,0.05,0.03,7,0.91,2
SITE1118,Oncology,NSCLC,2021-10-13,82,2022-01-03,11,33,29,2.55,0.26,0.12,10,0.95,2
SITE1118,Neurology,MS,2022-04-29,102,2022-08-09,4,27,25,6.97,0.25,0.03,0,0.85,2
SITE1118,Oncology,NSCLC,2023-05-13,62,2023-07-14,4,17,19,3.9,0.18,0.04,4,0.97,2
SITE1118,Oncology,Prostate,2018-05-21,90,2018-08-19,10,16,7,0.56,0.05,0.05,9,0.93,1
SITE1118,Oncology,NSCLC,2017-10-09,94,2018-01-11,12,40,37,3.91,0.22,0.05,5,0.77,0
SITE1119,Neurology,Epilepsy,2021-03-16,53,2021-05-08,9,49,45,5.34,0.27,0.11,5,0.83,4
SITE1119,Oncology,CRC,2018-12-06,58,2019-02-02,3,24,28,7.73,0.21,0.07,3,0.84,2
SITE1120,Oncology,Breast Cancer,2022-12-13,51,2023-02-02,7,14,22,2.55,0.22,0.06,5,0.98,1
SITE1120,Cardiology,HF,2017-08-23,76,2017-11-07,4,59,52,10.0,0.1,0.02,5,0.92,1
SITE1120,Oncology,Prostate,2019-12-18,55,2020-02-11,7,7,5,2.69,0.18,0.0,10,0.9,3
SITE1120,Cardiology,AF,2022-04-14,75,2022-06-28,8,21,18,3.11,0.09,0.07,6,0.9,0
SITE1120,Cardiology,HF,2021-12-20,90,2022-03-20,15,30,22,1.6,0.3,0.0,6,0.81,3
SITE1120,Oncology,Prostate,2024-07-06,81,2024-09-25,13,41,37,2.49,0.23,0.02,8,0.98,3
SITE1120,Oncology,Melanoma,2020-07-04,84,2020-09-26,5,13,13,1.7,0.08,0.06,10,0.86,3
SITE1121,Oncology,Breast Cancer,2018-04-30,75,2018-07-14,12,32,34,2.52,0.3,0.05,7,0.79,0
SITE1121,Oncology,NSCLC,2023-10-28,81,2024-01-17,12,55,56,2.85,0.21,0.05,5,0.99,3
SITE1121,Oncology,Breast Cancer,2021-01-11,34,2021-02-14,5,19,20,3.72,0.17,0.06,5,0.79,3
SITE1121,Oncology,Breast Cancer,2023-06-13,44,2023-07-27,9,11,11,1.49,0.19,0.03,3,0.95,1
SITE1122,Endocrinology,T2D,2018-10-04,40,2018-11-13,10,38,39,3.54,0.13,0.05,3,0.85,3
SITE1122,Oncology,Melanoma,2019-04-02,75,2019-06-16,10,53,49,5.52,0.19,0.03,8,0.95,0
SITE1122,Cardiology,AF,2019-08-09,30,2019-09-08,12,9,10,1.09,0.19,0.0,7,0.81,4
SITE1122,Oncology,CRC,2022-08-07,50,2022-09-26,13,5,9,0.2,0.12,0.06,7,0.83,2
SITE1122,Cardiology,ACS,2022-08-13,122,2022-12-13,4,57,54,10.0,0.18,0.07,3,0.94,4
SITE1123,Oncology,Melanoma,2017-08-27,93,2017-11-28,7,41,49,5.18,0.13,0.02,7,0.81,4
SITE1123,Oncology,Prostate,2024-11-22,87,2025-02-17,5,39,40,8.79,0.2,0.06,3,0.89,3
SITE1123,Cardiology,AF,2018-09-11,53,2018-11-03,8,12,8,1.71,0.37,0.02,4,0.81,1
SITE1123,Oncology,Prostate,2023-05-13,28,2023-06-10,7,50,38,6.48,0.27,0.06,7,0.81,2
SITE1123,Oncology,Breast Cancer,2019-07-29,63,2019-09-30,6,15,14,2.55,0.34,0.05,4,0.91,3
SITE1124,Oncology,NSCLC,2022-01-29,63,2022-04-02,7,8,5,2.41,0.19,0.03,10,0.88,2
SITE1124,Neurology,Epilepsy,2023-04-14,79,2023-07-02,5,38,44,7.91,0.16,0.08,4,0.89,4
SITE1124,Cardiology,ACS,2020-06-19,28,2020-07-17,12,31,34,2.83,0.21,0.01,2,0.84,1
SITE1124,Oncology,Breast Cancer,2018-03-20,61,2018-05-20,8,22,21,2.88,0.21,0.01,9,0.79,4
SITE1124,Cardiology,HF,2024-06-09,60,2024-08-08,13,41,39,2.31,0.04,0.02,10,0.78,0
SITE1124,Oncology,CRC,2018-12-18,55,2019-02-11,11,17,16,1.61,0.16,0.06,6,0.76,0
SITE1124,Endocrinology,Obesity,2024-10-21,68,2024-12-28,3,49,39,10.0,0.13,0.03,2,0.88,1
SITE1124,Neurology,MS,2023-01-16,41,2023-02-26,11,20,19,1.51,0.23,0.07,4,0.8,3
SITE1124,Oncology,Prostate,2024-04-19,71,2024-06-29,16,49,37,4.34,0.32,0.03,6,0.96,1
SITE1124,Cardiology,HF,2021-08-30,90,2021-11-28,8,54,57,6.03,0.12,0.08,6,0.85,4
SITE1124,Oncology,Breast Cancer,2023-07-19,41,2023-08-29,11,52,55,4.58,0.21,0.04,6,0.94,1
SITE1124,Cardiology,AF,2018-08-10,61,2018-10-10,3,28,25,9.29,0.21,0.06,11,0.82,4
SITE1125,Oncology,Melanoma,2022-12-07,96,2023-03-13,8,23,19,3.5,0.34,0.07,8,0.95,0
SITE1125,Cardiology,ACS,2018-04-04,68,2018-06-11,7,40,37,5.77,0.31,0.06,6,0.86,2
SITE1125,Neurology,MS,2022-01-19,49,2022-03-09,11,18,12,1.27,0.21,0.02,4,0.85,1
SITE1125,Oncology,Breast Cancer,2021-01-16,53,2021-03-10,10,16,11,1.66,0.17,0.07,3,0.86,3
SITE1125,Oncology,NSCLC,2024-04-12,57,2024-06-08,4,31,33,8.11,0.14,0.03,5,0.94,3
SITE1125,Oncology,Breast Cancer,2023-07-11,64,2023-09-13,5,54,53,10.0,0.03,0.06,2,0.83,1
SITE1126,Endocrinology,Obesity,2024-02-07,117,2024-06-03,12,57,59,2.92,0.31,0.08,5,0.92,2
SITE1126,Endocrinology,T2D,2017-11-30,90,2018-02-28,6,54,51,7.58,0.23,0.07,10,0.97,2
SITE1126,Oncology,Prostate,2017-09-29,72,2017-12-10,15,20,18,1.56,0.1,0.06,3,0.89,1
SITE1126,Neurology,MS,2023-11-18,71,2024-01-28,9,54,44,6.38,0.09,0.0,6,0.89,1
SITE1126,Neurology,MS,2019-07-24,69,2019-10-01,15,32,26,3.48,0.36,0.05,3,0.73,2
SITE1126,Oncology,Prostate,2022-05-20,104,2022-09-01,7,16,17,2.75,0.11,0.09,6,0.86,4
SITE1127,Oncology,NSCLC,2022-10-03,96,2023-01-07,8,19,12,2.12,0.23,0.06,8,0.93,0
SITE1127,Cardiology,AF,2017-08-14,60,2017-10-13,17,56,41,3.44,0.18,0.04,4,0.91,1
SITE1127,Oncology,Prostate,2024-05-28,77,2024-08-13,13,10,8,1.44,0.24,0.05,8,0.82,4
SITE1127,Neurology,Epilepsy,2024-09-13,56,2024-11-08,11,56,55,3.97,0.18,0.07,10,0.89,1
SITE1127,Cardiology,ACS,2018-03-06,84,2018-05-29,20,25,30,0.74,0.27,0.05,1,0.9,4
SITE1127,Oncology,NSCLC,2020-09-21,98,2020-12-28,12,17,13,1.74,0.18,0.01,8,0.77,3
SITE1127,Oncology,Breast Cancer,2020-11-04,62,2021-01-05,8,49,51,4.93,0.22,0.06,5,0.99,0
SITE1128,Oncology,Breast Cancer,2023-10-10,52,2023-12-01,8,42,44,4.78,0.13,0.02,7,0.87,0
SITE1128,Oncology,NSCLC,2023-07-18,75,2023-10-01,7,26,22,3.65,0.13,0.06,3,0.85,1
SITE1128,Oncology,NSCLC,2022-08-24,69,2022-11-01,10,19,24,1.57,0.05,0.05,4,0.88,1
SITE1128,Endocrinology,Obesity,2020-07-19,49,2020-09-06,12,49,42,4.26,0.28,0.05,6,0.99,0
SITE1128,Cardiology,HF,2024-05-30,82,2024-08-20,3,36,41,10.0,0.14,0.09,3,0.84,0
SITE1129,Neurology,MS,2018-01-22,93,2018-04-25,15,42,38,2.46,0.22,0.07,3,0.94,4
SITE1129,Endocrinology,Obesity,2018-01-08,55,2018-03-04,8,45,48,5.02,0.35,0.07,4,0.9,2
SITE1129,Oncology,CRC,2021-02-24,94,2021-05-29,15,10,0,0.2,0.34,0.09,3,0.83,2
SITE1129,Cardiology,HF,2022-06-06,72,2022-08-17,17,35,30,0.98,0.16,0.04,5,0.83,0
SITE1129,Neurology,MS,2019-06-21,38,2019-07-29,13,33,26,1.86,0.1,0.08,5,0.82,2
SITE1129,Neurology,Epilepsy,2017-02-09,97,2017-05-17,4,56,58,10.0,0.16,0.08,6,0.85,0
SITE1129,Cardiology,HF,2017-06-15,70,2017-08-24,6,17,17,3.12,0.2,0.0,5,0.9,4
SITE1129,Oncology,Prostate,2020-03-09,59,2020-05-07,14,12,12,1.69,0.12,0.08,5,0.95,2
SITE1129,Oncology,Breast Cancer,2024-08-20,62,2024-10-21,12,6,7,0.2,0.19,0.03,4,0.94,1
SITE1129,Oncology,CRC,2018-03-26,68,2018-06-02,7,28,23,4.41,0.22,0.09,0,0.94,3
SITE1130,Oncology,Prostate,2022-01-28,44,2022-03-13,16,37,35,3.0,0.29,0.03,6,0.72,1
SITE1130,Oncology,Breast Cancer,2024-12-20,67,2025-02-25,3,47,47,10.0,0.25,0.03,2,0.95,4
SITE1130,Neurology,Epilepsy,2022-04-11,72,2022-06-22,12,50,40,3.91,0.22,0.0,4,0.98,4
SITE1130,Neurology,Epilepsy,2022-04-01,92,2022-07-02,12,7,8,0.86,0.05,0.09,6,0.82,0
SITE1130,Endocrinology,Obesity,2019-07-09,67,2019-09-14,5,27,35,5.81,0.13,0.06,7,0.83,3
SITE1131,Oncology,Prostate,2021-08-21,55,2021-10-15,9,50,51,5.15,0.39,0.03,7,0.76,1
SITE1131,Neurology,Epilepsy,2022-01-22,56,2022-03-19,11,34,37,3.56,0.11,0.02,10,0.79,4
SITE1131,Oncology,CRC,2024-08-19,116,2024-12-13,12,45,48,3.68,0.38,0.05,9,0.9,0
SITE1131,Neurology,Epilepsy,2020-02-15,93,2020-05-18,14,22,23,2.13,0.12,0.09,2,0.94,4
SITE1131,Oncology,NSCLC,2020-04-19,65,2020-06-23,9,59,53,5.38,0.26,0.1,7,0.9,3
SITE1131,Neurology,Epilepsy,2019-11-17,63,2020-01-19,7,23,14,3.25,0.03,0.01,5,0.99,2
SITE1131,Cardiology,ACS,2020-07-11,61,2020-09-10,10,20,15,1.56,0.33,0.08,7,0.96,1
SITE1132,Cardiology,AF,2018-12-17,100,2019-03-27,12,52,54,2.82,0.21,0.0,8,0.97,2
SITE1132,Endocrinology,T2D,2019-12-09,91,2020-03-09,6,20,12,3.35,0.31,0.06,8,0.79,1
SITE1132,Oncology,NSCLC,2024-05-07,66,2024-07-12,13,21,17,1.04,0.24,0.05,1,0.88,4
SITE1132,Neurology,MS,2022-10-09,83,2022-12-31,15,54,46,3.76,0.23,0.07,2,0.83,2
SITE1132,Cardiology,ACS,2019-09-29,95,2020-01-02,14,27,23,1.31,0.22,0.04,7,0.91,1
SITE1132,Oncology,Melanoma,2019-09-25,79,2019-12-13,15,15,10,1.23,0.15,0.01,6,0.8,2
SITE1133,Endocrinology,Obesity,2024-05-19,77,2024-08-04,3,38,29,10.0,0.13,0.03,2,0.92,1
SITE1133,Endocrinology,T2D,2024-03-21,63,2024-05-23,10,18,17,0.96,0.21,0.1,4,0.82,0
SITE1133,Endocrinology,T2D,2019-06-12,46,2019-07-28,7,5,5,0.47,0.32,0.04,3,0.99,3
SITE1133,Oncology,Breast Cancer,2018-03-17,61,2018-05-17,8,52,46,6.83,0.36,0.07,12,0.93,2
SITE1133,Oncology,NSCLC,2019-02-02,66,2019-04-09,5,7,8,0.2,0.22,0.04,3,0.88,4
SITE1133,Oncology,NSCLC,2023-10-19,61,2023-12-19,9,22,22,2.26,0.26,0.06,7,0.99,1
SITE1133,Oncology,CRC,2022-05-09,73,2022-07-21,12,24,23,2.12,0.33,0.06,4,0.85,0
SITE1133,Neurology,Epilepsy,2022-03-08,95,2022-06-11,11,53,47,4.84,0.1,0.06,4,0.73,3
SITE1134,Endocrinology,Obesity,2024-09-04,104,2024-12-17,16,15,16,1.42,0.17,0.05,7,0.99,4
SITE1134,Oncology,CRC,2022-11-19,112,2023-03-11,3,43,37,10.0,0.1,0.02,5,0.82,1
SITE1134,Oncology,NSCLC,2020-12-20,28,2021-01-17,6,57,44,10.0,0.14,0.06,3,0.99,4
SITE1134,Endocrinology,Obesity,2018-09-01,39,2018-10-10,8,58,54,7.64,0.2,0.02,7,0.89,4
SITE1135,Cardiology,ACS,2024-02-08,48,2024-03-27,7,12,7,2.01,0.27,0.08,6,0.76,4
SITE1135,Endocrinology,Obesity,2021-02-19,66,2021-04-26,5,11,9,1.86,0.26,0.04,8,0.88,0
SITE1136,Oncology,Melanoma,2018-11-08,72,2019-01-19,3,5,1,0.8,0.16,0.02,7,0.75,3
SITE1136,Oncology,Prostate,2022-07-10,89,2022-10-07,8,6,0,0.2,0.05,0.03,8,0.94,1
SITE1136,Neurology,MS,2022-12-29,61,2023-02-28,8,42,47,5.07,0.21,0.03,6,0.97,2
SITE1136,Oncology,Breast Cancer,2023-01-27,107,2023-05-14,14,46,44,4.22,0.27,0.03,4,0.76,1
SITE1136,Neurology,Epilepsy,2021-11-24,88,2022-02-20,11,6,5,0.2,0.28,0.05,1,0.84,4
SITE1137,Cardiology,AF,2018-11-20,73,2019-02-01,14,53,52,3.79,0.14,0.04,4,0.87,3
SITE1137,Endocrinology,Obesity,2020-03-08,36,2020-04-13,5,32,37,6.05,0.29,0.04,11,0.93,1
SITE1137,Endocrinology,T2D,2018-12-03,28,2018-12-31,9,27,26,3.68,0.18,0.07,8,0.91,1
SITE1137,Neurology,MS,2024-01-29,40,2024-03-09,10,8,6,0.2,0.03,0.1,2,0.97,1
SITE1137,Endocrinology,Obesity,2018-03-19,91,2018-06-18,15,59,49,3.69,0.26,0.04,5,0.84,1
SITE1137,Oncology,CRC,2021-11-06,51,2021-12-27,7,58,49,8.2,0.11,0.1,2,0.86,0
SITE1137,Oncology,Breast Cancer,2018-12-13,60,2019-02-11,15,58,60,2.43,0.23,0.06,10,0.93,2
SITE1137,Neurology,Epilepsy,2023-12-25,65,2024-02-28,11,26,26,1.59,0.2,0.08,0,0.92,4
SITE1137,Oncology,Melanoma,2024-11-14,28,2024-12-12,7,49,45,5.58,0.31,0.08,9,0.78,1
SITE1137,Oncology,CRC,2022-05-18,39,2022-06-26,12,49,41,4.19,0.2,0.05,5,0.78,0
SITE1137,Oncology,CRC,2019-11-21,57,2020-01-17,11,26,20,2.69,0.13,0.07,8,0.93,0
SITE1138,Oncology,CRC,2018-10-16,94,2019-01-18,6,47,39,8.04,0.26,0.08,0,0.88,3
SITE1138,Oncology,Melanoma,2021-04-23,66,2021-06-28,6,15,13,1.53,0.12,0.03,10,0.83,1
SITE1138,Cardiology,ACS,2024-05-31,86,2024-08-25,7,24,28,5.22,0.17,0.08,11,0.85,1
SITE1138,Oncology,Breast Cancer,2024-02-15,83,2024-05-08,8,37,35,4.18,0.19,0.09,0,0.87,0
SITE1138,Cardiology,HF,2021-07-18,81,2021-10-07,12,26,28,1.2,0.19,0.04,4,0.89,2
SITE1139,Neurology,Epilepsy,2020-09-08,81,2020-11-28,6,46,39,6.87,0.27,0.07,2,0.99,4
SITE1139,Neurology,MS,2019-12-06,81,2020-02-25,12,40,39,2.36,0.03,0.06,3,0.79,3
SITE1139,Oncology,Breast Cancer,2021-09-22,94,2021-12-25,5,24,21,4.16,0.13,0.05,8,0.79,0
SITE1139,Oncology,NSCLC,2019-01-10,65,2019-03-16,17,43,48,2.24,0.23,0.09,8,0.94,3
SITE1139,Cardiology,ACS,2021-04-04,94,2021-07-07,6,57,64,8.92,0.12,0.02,7,0.99,1
SITE1139,Cardiology,HF,2021-01-20,63,2021-03-24,6,57,63,9.33,0.15,0.01,0,0.94,0
SITE1139,Endocrinology,Obesity,2024-02-16,53,2024-04-09,14,6,5,1.84,0.26,0.02,9,0.95,3
SITE1139,Endocrinology,T2D,2020-08-09,55,2020-10-03,11,44,36,5.34,0.12,0.06,14,0.86,2
SITE1139,Oncology,Breast Cancer,2017-05-21,79,2017-08-08,9,48,45,5.38,0.17,0.01,0,0.86,1
SITE1139,Neurology,Epilepsy,2021-12-04,65,2022-02-07,13,12,12,0.74,0.16,0.05,17,0.93,0
SITE1139,Oncology,Melanoma,2019-04-14,47,2019-05-31,3,45,47,10.0,0.12,0.07,4,0.99,1
SITE1140,Neurology,Epilepsy,2020-02-06,91,2020-05-07,13,20,21,0.2,0.36,0.06,4,0.93,3
SITE1140,Endocrinology,T2D,2020-01-20,75,2020-04-04,10,31,34,2.59,0.12,0.07,5,0.91,2
SITE1140,Oncology,NSCLC,2021-04-11,57,2021-06-07,3,9,12,2.58,0.14,0.09,3,0.93,4
SITE1140,Oncology,NSCLC,2024-09-24,63,2024-11-26,13,7,1,0.36,0.14,0.04,2,0.92,3
SITE1140,Oncology,Melanoma,2018-07-10,91,2018-10-09,11,47,42,4.82,0.22,0.05,9,0.89,1
SITE1141,Oncology,Breast Cancer,2022-07-05,63,2022-09-06,11,25,16,1.59,0.16,0.06,6,0.79,3
SITE1141,Oncology,CRC,2018-03-22,46,2018-05-07,5,13,14,2.76,0.31,0.07,14,0.91,4
SITE1141,Oncology,NSCLC,2022-06-11,94,2022-09-13,15,28,23,1.95,0.12,0.06,9,0.91,1
SITE1141,Oncology,NSCLC,2017-04-07,67,2017-06-13,8,56,54,6.76,0.29,0.04,6,0.95,2
SITE1141,Endocrinology,T2D,2022-12-09,77,2023-02-24,10,33,28,2.86,0.28,0.06,5,0.82,2
SITE1141,Cardiology,HF,2020-08-12,68,2020-10-19,3,53,53,10.0,0.1,0.01,7,0.85,1
SITE1141,Oncology,Prostate,2024-07-11,67,2024-09-16,10,20,27,1.86,0.18,0.04,0,0.92,4
SITE1142,Cardiology,ACS,2017-12-10,55,2018-02-03,11,33,32,2.72,0.24,0.07,7,0.9,4
SITE1142,Cardiology,AF,2022-09-11,50,2022-10-31,12,55,50,5.21,0.37,0.06,3,0.88,4
SITE1142,Cardiology,HF,2023-12-10,67,2024-02-15,12,50,55,5.04,0.11,0.05,13,0.88,0
SITE1142,Neurology,MS,2017-07-07,78,2017-09-23,9,29,29,3.22,0.13,0.04,3,0.89,2
SITE1142,Oncology,Breast Cancer,2021-02-05,54,2021-03-31,10,18,18,1.04,0.36,0.02,9,0.86,1
SITE1143,Oncology,Melanoma,2022-08-23,56,2022-10-18,15,7,4,0.92,0.05,0.07,8,0.81,0
SITE1143,Endocrinology,T2D,2024-11-02,89,2025-01-30,12,21,11,2.43,0.26,0.03,5,0.96,0
SITE1143,Oncology,Prostate,2022-12-29,43,2023-02-10,9,6,0,0.2,0.23,0.02,4,0.95,4
SITE1144,Oncology,Melanoma,2018-03-31,57,2018-05-27,12,44,45,3.88,0.2,0.13,8,0.9,1
SITE1144,Cardiology,HF,2017-10-25,55,2017-12-19,15,56,58,3.94,0.21,0.05,4,0.89,2
SITE1144,Neurology,MS,2021-09-28,54,2021-11-21,8,50,47,5.95,0.18,0.0,8,0.99,0
SITE1144,Oncology,Breast Cancer,2018-07-02,78,2018-09-18,5,59,57,10.0,0.35,0.04,5,0.91,0
SITE1144,Oncology,NSCLC,2021-08-01,44,2021-09-14,4,50,37,10.0,0.18,0.06,5,0.93,3
SITE1145,Neurology,Epilepsy,2017-11-02,67,2018-01-08,3,21,19,7.18,0.03,0.05,3,0.88,4
SITE1145,Neurology,MS,2021-09-27,60,2021-11-26,11,14,15,1.55,0.35,0.07,5,0.65,1
SITE1145,Oncology,Prostate,2018-07-31,105,2018-11-13,9,53,59,5.75,0.21,0.01,4,0.85,1
SITE1145,Cardiology,AF,2023-02-03,86,2023-04-30,9,45,42,4.72,0.29,0.05,7,0.92,2
SITE1145,Oncology,CRC,2020-04-05,37,2020-05-12,3,15,11,4.72,0.34,0.04,6,0.99,4
SITE1146,Oncology,Melanoma,2018-11-09,65,2019-01-13,9,18,19,1.46,0.15,0.11,1,0.83,2
SITE1146,Oncology,Prostate,2020-01-05,67,2020-03-12,6,13,5,1.29,0.21,0.08,4,0.72,1
SITE1146,Endocrinology,T2D,2019-12-22,101,2020-04-01,7,8,10,0.21,0.21,0.0,5,0.76,3
SITE1146,Oncology,Breast Cancer,2022-08-13,91,2022-11-12,13,44,41,3.33,0.12,0.06,9,0.81,2
SITE1146,Neurology,MS,2023-01-10,49,2023-02-28,8,55,48,5.78,0.25,0.06,7,0.99,1
SITE1146,Neurology,Epilepsy,2024-05-27,92,2024-08-27,6,53,50,8.94,0.11,0.03,6,0.95,2
SITE1146,Neurology,Epilepsy,2023-06-16,79,2023-09-03,5,54,50,10.0,0.22,0.06,9,0.98,4
SITE1146,Neurology,MS,2018-07-12,77,2018-09-27,11,59,61,4.8,0.29,0.04,7,0.84,3
SITE1147,Oncology,Breast Cancer,2020-08-20,106,2020-12-04,5,39,36,8.03,0.22,0.04,7,0.92,2
SITE1147,Oncology,Breast Cancer,2020-02-28,77,2020-05-15,15,27,20,3.45,0.03,0.05,9,0.84,3
SITE1147,Endocrinology,T2D,2020-10-30,72,2021-01-10,10,11,4,2.53,0.19,0.03,2,0.94,2
SITE1147,Neurology,Epilepsy,2024-06-14,75,2024-08-28,7,46,50,6.2,0.17,0.03,4,0.73,2
SITE1147,Neurology,MS,2024-10-16,55,2024-12-10,13,42,32,3.15,0.25,0.03,7,0.96,2
SITE1147,Oncology,NSCLC,2021-01-01,66,2021-03-08,11,7,5,0.2,0.18,0.1,6,0.77,2
SITE1147,Oncology,CRC,2019-05-06,52,2019-06-27,10,31,23,3.19,0.11,0.09,8,0.97,3
SITE1148,Oncology,Breast Cancer,2019-10-02,68,2019-12-09,8,18,15,2.59,0.18,0.01,0,0.79,1
SITE1148,Oncology,NSCLC,2019-12-02,75,2020-02-15,5,42,34,10.0,0.19,0.0,8,0.91,3
SITE1148,Cardiology,ACS,2024-08-15,28,2024-09-12,12,50,40,2.75,0.28,0.08,7,0.79,0
SITE1149,Oncology,NSCLC,2022-01-02,98,2022-04-10,4,5,0,1.08,0.2,0.01,7,0.87,2
SITE1149,Neurology,Epilepsy,2021-05-11,121,2021-09-09,6,26,25,4.1,0.27,0.05,4,0.89,1
SITE1149,Oncology,Breast Cancer,2021-06-19,71,2021-08-29,11,18,13,2.05,0.17,0.07,7,0.93,0
SITE1149,Cardiology,ACS,2019-12-30,57,2020-02-25,6,47,34,7.7,0.09,0.0,7,0.89,4
SITE1149,Oncology,Prostate,2023-11-14,46,2023-12-30,21,13,8,0.68,0.24,0.09,4,0.85,3
SITE1150,Neurology,MS,2023-12-07,138,2024-04-23,13,22,21,1.89,0.2,0.05,5,0.99,0
SITE1150,Oncology,CRC,2022-10-10,82,2022-12-31,13,47,48,3.48,0.15,0.07,8,0.86,2
SITE1150,Oncology,CRC,2021-02-20,57,2021-04-18,8,27,20,5.37,0.18,0.0,3,0.92,4
SITE1150,Neurology,MS,2018-04-12,69,2018-06-20,3,32,30,10.0,0.35,0.04,11,0.98,4
SITE1151,Oncology,Prostate,2020-11-07,39,2020-12-16,12,54,48,5.24,0.27,0.06,0,0.81,4
SITE1151,Cardiology,ACS,2024-01-29,44,2024-03-13,13,48,45,4.47,0.03,0.02,5,0.85,4
SITE1151,Neurology,MS,2018-01-06,58,2018-03-05,7,28,26,4.93,0.36,0.06,9,0.95,2
SITE1151,Endocrinology,Obesity,2020-04-11,53,2020-06-03,3,14,18,3.11,0.33,0.1,12,0.93,4
SITE1151,Oncology,NSCLC,2023-04-13,77,2023-06-29,11,53,52,6.49,0.09,0.02,2,0.89,3
SITE1152,Oncology,CRC,2020-10-19,101,2021-01-28,12,10,13,1.04,0.07,0.08,7,0.74,4
SITE1152,Cardiology,HF,2020-11-10,95,2021-02-13,10,40,36,2.07,0.11,0.01,5,0.77,0
